CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="-47a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x=".1a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="0.35a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="1e-10a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+32a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+17E-1a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="17e+2a"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="-47e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x=".1e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="0.35e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="1e-10e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+32e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+17E-1e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="17e+2e"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="-47foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x=".1foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="0.35foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="1e-10foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+32foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+17E-1foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="17e+2foo"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="-47)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x=".1)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="0.35)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="1e-10)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+32)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="+17E-1)90"
CONSOLE MESSAGE: Error: Invalid value for <svg> attribute x="17e+2)90"
PASS Test <length> trailing garbage, value: \r\n\t +17E-1a
PASS Test <length> trailing garbage, value: \r\n\t 17e+2a
PASS Test <length> trailing garbage, value: \r\n\t -47e
PASS Test <length> trailing garbage, value: \r\n\t .1e
PASS Test <length> trailing garbage, value: \r\n\t 0.35e
PASS Test <length> trailing garbage, value: \r\n\t 1e-10e
PASS Test <length> trailing garbage, value: \r\n\t +32e
PASS Test <length> trailing garbage, value: \r\n\t +17E-1e
PASS Test <length> trailing garbage, value: \r\n\t 17e+2e
PASS Test <length> trailing garbage, value: \r\n\t -47foo
PASS Test <length> trailing garbage, value: \r\n\t .1foo
PASS Test <length> trailing garbage, value: \r\n\t 0.35foo
PASS Test <length> trailing garbage, value: \r\n\t 1e-10foo
PASS Test <length> trailing garbage, value: \r\n\t +32foo
PASS Test <length> trailing garbage, value: \r\n\t +17E-1foo
PASS Test <length> trailing garbage, value: \r\n\t 17e+2foo
PASS Test <length> trailing garbage, value: \r\n\t -47)90
PASS Test <length> trailing garbage, value: \r\n\t .1)90
PASS Test <length> trailing garbage, value: \r\n\t 0.35)90
PASS Test <length> trailing garbage, value: \r\n\t 1e-10)90
PASS Test <length> trailing garbage, value: \r\n\t +32)90
PASS Test <length> trailing garbage, value: \r\n\t +17E-1)90
PASS Test <length> trailing garbage, value: \r\n\t 17e+2)90
PASS Test <length> valid value: \f-47
PASS Test <length> valid value: \f-47em
PASS Test <length> valid value: \f-47ex
PASS Test <length> valid value: \f-47px
PASS Test <length> valid value: \f-47in
PASS Test <length> valid value: \f-47cm
PASS Test <length> valid value: \f-47mm
PASS Test <length> valid value: \f-47pt
PASS Test <length> valid value: \f-47pc
PASS Test <length> valid value: \f-47%
PASS Test <length> valid value: \f.1
PASS Test <length> valid value: \f.1em
PASS Test <length> valid value: \f.1ex
PASS Test <length> valid value: \f.1px
PASS Test <length> valid value: \f.1in
PASS Test <length> valid value: \f.1cm
PASS Test <length> valid value: \f.1mm
PASS Test <length> valid value: \f.1pt
PASS Test <length> valid value: \f.1pc
PASS Test <length> valid value: \f.1%
PASS Test <length> valid value: \f0.35
PASS Test <length> valid value: \f0.35em
PASS Test <length> valid value: \f0.35ex
PASS Test <length> valid value: \f0.35px
PASS Test <length> valid value: \f0.35in
PASS Test <length> valid value: \f0.35cm
PASS Test <length> valid value: \f0.35mm
PASS Test <length> valid value: \f0.35pt
PASS Test <length> valid value: \f0.35pc
PASS Test <length> valid value: \f0.35%
PASS Test <length> valid value: \f1e-10
PASS Test <length> valid value: \f1e-10em
PASS Test <length> valid value: \f1e-10ex
PASS Test <length> valid value: \f1e-10px
PASS Test <length> valid value: \f1e-10in
PASS Test <length> valid value: \f1e-10cm
PASS Test <length> valid value: \f1e-10mm
PASS Test <length> valid value: \f1e-10pt
PASS Test <length> valid value: \f1e-10pc
PASS Test <length> valid value: \f1e-10%
PASS Test <length> valid value: \f+32
PASS Test <length> valid value: \f+32em
PASS Test <length> valid value: \f+32ex
PASS Test <length> valid value: \f+32px
PASS Test <length> valid value: \f+32in
PASS Test <length> valid value: \f+32cm
PASS Test <length> valid value: \f+32mm
PASS Test <length> valid value: \f+32pt
PASS Test <length> valid value: \f+32pc
PASS Test <length> valid value: \f+32%
PASS Test <length> valid value: \f+17E-1
PASS Test <length> valid value: \f+17E-1em
PASS Test <length> valid value: \f+17E-1ex
PASS Test <length> valid value: \f+17E-1px
PASS Test <length> valid value: \f+17E-1in
PASS Test <length> valid value: \f+17E-1cm
PASS Test <length> valid value: \f+17E-1mm
PASS Test <length> valid value: \f+17E-1pt
PASS Test <length> valid value: \f+17E-1pc
PASS Test <length> valid value: \f+17E-1%
PASS Test <length> valid value: \f17e+2
PASS Test <length> valid value: \f17e+2em
PASS Test <length> valid value: \f17e+2ex
PASS Test <length> valid value: \f17e+2px
PASS Test <length> valid value: \f17e+2in
PASS Test <length> valid value: \f17e+2cm
PASS Test <length> valid value: \f17e+2mm
PASS Test <length> valid value: \f17e+2pt
PASS Test <length> valid value: \f17e+2pc
PASS Test <length> valid value: \f17e+2%
PASS Test <length> valid value: \f-47
PASS Test <length> valid value: \f-47em
PASS Test <length> valid value: \f-47ex
PASS Test <length> valid value: \f-47px
PASS Test <length> valid value: \f-47in
PASS Test <length> valid value: \f-47cm
PASS Test <length> valid value: \f-47mm
PASS Test <length> valid value: \f-47pt
PASS Test <length> valid value: \f-47pc
PASS Test <length> valid value: \f-47%
PASS Test <length> valid value: \f.1
PASS Test <length> valid value: \f.1em
PASS Test <length> valid value: \f.1ex
PASS Test <length> valid value: \f.1px
PASS Test <length> valid value: \f.1in
PASS Test <length> valid value: \f.1cm
PASS Test <length> valid value: \f.1mm
PASS Test <length> valid value: \f.1pt
PASS Test <length> valid value: \f.1pc
PASS Test <length> valid value: \f.1%
PASS Test <length> valid value: \f0.35
PASS Test <length> valid value: \f0.35em
PASS Test <length> valid value: \f0.35ex
PASS Test <length> valid value: \f0.35px
PASS Test <length> valid value: \f0.35in
PASS Test <length> valid value: \f0.35cm
PASS Test <length> valid value: \f0.35mm
PASS Test <length> valid value: \f0.35pt
PASS Test <length> valid value: \f0.35pc
PASS Test <length> valid value: \f0.35%
PASS Test <length> valid value: \f1e-10
PASS Test <length> valid value: \f1e-10em
PASS Test <length> valid value: \f1e-10ex
PASS Test <length> valid value: \f1e-10px
PASS Test <length> valid value: \f1e-10in
PASS Test <length> valid value: \f1e-10cm
PASS Test <length> valid value: \f1e-10mm
PASS Test <length> valid value: \f1e-10pt
PASS Test <length> valid value: \f1e-10pc
PASS Test <length> valid value: \f1e-10%
PASS Test <length> valid value: \f+32
PASS Test <length> valid value: \f+32em
PASS Test <length> valid value: \f+32ex
PASS Test <length> valid value: \f+32px
PASS Test <length> valid value: \f+32in
PASS Test <length> valid value: \f+32cm
PASS Test <length> valid value: \f+32mm
PASS Test <length> valid value: \f+32pt
PASS Test <length> valid value: \f+32pc
PASS Test <length> valid value: \f+32%
PASS Test <length> valid value: \f+17E-1
PASS Test <length> valid value: \f+17E-1em
PASS Test <length> valid value: \f+17E-1ex
PASS Test <length> valid value: \f+17E-1px
PASS Test <length> valid value: \f+17E-1in
PASS Test <length> valid value: \f+17E-1cm
PASS Test <length> valid value: \f+17E-1mm
PASS Test <length> valid value: \f+17E-1pt
PASS Test <length> valid value: \f+17E-1pc
PASS Test <length> valid value: \f+17E-1%
PASS Test <length> valid value: \f17e+2
PASS Test <length> valid value: \f17e+2em
PASS Test <length> valid value: \f17e+2ex
PASS Test <length> valid value: \f17e+2px
PASS Test <length> valid value: \f17e+2in
PASS Test <length> valid value: \f17e+2cm
PASS Test <length> valid value: \f17e+2mm
PASS Test <length> valid value: \f17e+2pt
PASS Test <length> valid value: \f17e+2pc
PASS Test <length> valid value: \f17e+2%
PASS Test <length> valid value: \f-47
PASS Test <length> valid value: \f-47em
PASS Test <length> valid value: \f-47ex
PASS Test <length> valid value: \f-47px
PASS Test <length> valid value: \f-47in
PASS Test <length> valid value: \f-47cm
PASS Test <length> valid value: \f-47mm
PASS Test <length> valid value: \f-47pt
PASS Test <length> valid value: \f-47pc
PASS Test <length> valid value: \f-47%
PASS Test <length> valid value: \f.1
PASS Test <length> valid value: \f.1em
PASS Test <length> valid value: \f.1ex
PASS Test <length> valid value: \f.1px
PASS Test <length> valid value: \f.1in
PASS Test <length> valid value: \f.1cm
PASS Test <length> valid value: \f.1mm
PASS Test <length> valid value: \f.1pt
PASS Test <length> valid value: \f.1pc
PASS Test <length> valid value: \f.1%
PASS Test <length> valid value: \f0.35
PASS Test <length> valid value: \f0.35em
PASS Test <length> valid value: \f0.35ex
PASS Test <length> valid value: \f0.35px
PASS Test <length> valid value: \f0.35in
PASS Test <length> valid value: \f0.35cm
PASS Test <length> valid value: \f0.35mm
PASS Test <length> valid value: \f0.35pt
PASS Test <length> valid value: \f0.35pc
PASS Test <length> valid value: \f0.35%
PASS Test <length> valid value: \f1e-10
PASS Test <length> valid value: \f1e-10em
PASS Test <length> valid value: \f1e-10ex
PASS Test <length> valid value: \f1e-10px
PASS Test <length> valid value: \f1e-10in
PASS Test <length> valid value: \f1e-10cm
PASS Test <length> valid value: \f1e-10mm
PASS Test <length> valid value: \f1e-10pt
PASS Test <length> valid value: \f1e-10pc
PASS Test <length> valid value: \f1e-10%
PASS Test <length> valid value: \f+32
PASS Test <length> valid value: \f+32em
PASS Test <length> valid value: \f+32ex
PASS Test <length> valid value: \f+32px
PASS Test <length> valid value: \f+32in
PASS Test <length> valid value: \f+32cm
PASS Test <length> valid value: \f+32mm
PASS Test <length> valid value: \f+32pt
PASS Test <length> valid value: \f+32pc
PASS Test <length> valid value: \f+32%
PASS Test <length> valid value: \f+17E-1
PASS Test <length> valid value: \f+17E-1em
PASS Test <length> valid value: \f+17E-1ex
PASS Test <length> valid value: \f+17E-1px
PASS Test <length> valid value: \f+17E-1in
PASS Test <length> valid value: \f+17E-1cm
PASS Test <length> valid value: \f+17E-1mm
PASS Test <length> valid value: \f+17E-1pt
PASS Test <length> valid value: \f+17E-1pc
PASS Test <length> valid value: \f+17E-1%
PASS Test <length> valid value: \f17e+2
PASS Test <length> valid value: \f17e+2em
PASS Test <length> valid value: \f17e+2ex
PASS Test <length> valid value: \f17e+2px
PASS Test <length> valid value: \f17e+2in
PASS Test <length> valid value: \f17e+2cm
PASS Test <length> valid value: \f17e+2mm
PASS Test <length> valid value: \f17e+2pt
PASS Test <length> valid value: \f17e+2pc
PASS Test <length> valid value: \f17e+2%
PASS Test <length> valid value: \f-47\r\n\t
PASS Test <length> valid value: \f-47em\r\n\t
PASS Test <length> valid value: \f-47ex\r\n\t
PASS Test <length> valid value: \f-47px\r\n\t
PASS Test <length> valid value: \f-47in\r\n\t
PASS Test <length> valid value: \f-47cm\r\n\t
PASS Test <length> valid value: \f-47mm\r\n\t
PASS Test <length> valid value: \f-47pt\r\n\t
PASS Test <length> valid value: \f-47pc\r\n\t
PASS Test <length> valid value: \f-47%\r\n\t
PASS Test <length> valid value: \f.1\r\n\t
PASS Test <length> valid value: \f.1em\r\n\t
PASS Test <length> valid value: \f.1ex\r\n\t
PASS Test <length> valid value: \f.1px\r\n\t
PASS Test <length> valid value: \f.1in\r\n\t
PASS Test <length> valid value: \f.1cm\r\n\t
PASS Test <length> valid value: \f.1mm\r\n\t
PASS Test <length> valid value: \f.1pt\r\n\t
PASS Test <length> valid value: \f.1pc\r\n\t
PASS Test <length> valid value: \f.1%\r\n\t
PASS Test <length> valid value: \f0.35\r\n\t
PASS Test <length> valid value: \f0.35em\r\n\t
PASS Test <length> valid value: \f0.35ex\r\n\t
PASS Test <length> valid value: \f0.35px\r\n\t
PASS Test <length> valid value: \f0.35in\r\n\t
PASS Test <length> valid value: \f0.35cm\r\n\t
PASS Test <length> valid value: \f0.35mm\r\n\t
PASS Test <length> valid value: \f0.35pt\r\n\t
PASS Test <length> valid value: \f0.35pc\r\n\t
PASS Test <length> valid value: \f0.35%\r\n\t
PASS Test <length> valid value: \f1e-10\r\n\t
PASS Test <length> valid value: \f1e-10em\r\n\t
PASS Test <length> valid value: \f1e-10ex\r\n\t
PASS Test <length> valid value: \f1e-10px\r\n\t
PASS Test <length> valid value: \f1e-10in\r\n\t
PASS Test <length> valid value: \f1e-10cm\r\n\t
PASS Test <length> valid value: \f1e-10mm\r\n\t
PASS Test <length> valid value: \f1e-10pt\r\n\t
PASS Test <length> valid value: \f1e-10pc\r\n\t
PASS Test <length> valid value: \f1e-10%\r\n\t
PASS Test <length> valid value: \f+32\r\n\t
PASS Test <length> valid value: \f+32em\r\n\t
PASS Test <length> valid value: \f+32ex\r\n\t
PASS Test <length> valid value: \f+32px\r\n\t
PASS Test <length> valid value: \f+32in\r\n\t
PASS Test <length> valid value: \f+32cm\r\n\t
PASS Test <length> valid value: \f+32mm\r\n\t
PASS Test <length> valid value: \f+32pt\r\n\t
PASS Test <length> valid value: \f+32pc\r\n\t
PASS Test <length> valid value: \f+32%\r\n\t
PASS Test <length> valid value: \f+17E-1\r\n\t
PASS Test <length> valid value: \f+17E-1em\r\n\t
PASS Test <length> valid value: \f+17E-1ex\r\n\t
PASS Test <length> valid value: \f+17E-1px\r\n\t
PASS Test <length> valid value: \f+17E-1in\r\n\t
PASS Test <length> valid value: \f+17E-1cm\r\n\t
PASS Test <length> valid value: \f+17E-1mm\r\n\t
PASS Test <length> valid value: \f+17E-1pt\r\n\t
PASS Test <length> valid value: \f+17E-1pc\r\n\t
PASS Test <length> valid value: \f+17E-1%\r\n\t
PASS Test <length> valid value: \f17e+2\r\n\t
PASS Test <length> valid value: \f17e+2em\r\n\t
PASS Test <length> valid value: \f17e+2ex\r\n\t
PASS Test <length> valid value: \f17e+2px\r\n\t
PASS Test <length> valid value: \f17e+2in\r\n\t
PASS Test <length> valid value: \f17e+2cm\r\n\t
PASS Test <length> valid value: \f17e+2mm\r\n\t
PASS Test <length> valid value: \f17e+2pt\r\n\t
PASS Test <length> valid value: \f17e+2pc\r\n\t
PASS Test <length> valid value: \f17e+2%\r\n\t
PASS Test <length> valid value: \f-47\f
PASS Test <length> valid value: \f-47em\f
PASS Test <length> valid value: \f-47ex\f
PASS Test <length> valid value: \f-47px\f
PASS Test <length> valid value: \f-47in\f
PASS Test <length> valid value: \f-47cm\f
PASS Test <length> valid value: \f-47mm\f
PASS Test <length> valid value: \f-47pt\f
PASS Test <length> valid value: \f-47pc\f
PASS Test <length> valid value: \f-47%\f
PASS Test <length> valid value: \f.1\f
PASS Test <length> valid value: \f.1em\f
PASS Test <length> valid value: \f.1ex\f
PASS Test <length> valid value: \f.1px\f
PASS Test <length> valid value: \f.1in\f
PASS Test <length> valid value: \f.1cm\f
PASS Test <length> valid value: \f.1mm\f
PASS Test <length> valid value: \f.1pt\f
PASS Test <length> valid value: \f.1pc\f
PASS Test <length> valid value: \f.1%\f
PASS Test <length> valid value: \f0.35\f
PASS Test <length> valid value: \f0.35em\f
PASS Test <length> valid value: \f0.35ex\f
PASS Test <length> valid value: \f0.35px\f
PASS Test <length> valid value: \f0.35in\f
PASS Test <length> valid value: \f0.35cm\f
PASS Test <length> valid value: \f0.35mm\f
PASS Test <length> valid value: \f0.35pt\f
PASS Test <length> valid value: \f0.35pc\f
PASS Test <length> valid value: \f0.35%\f
PASS Test <length> valid value: \f1e-10\f
PASS Test <length> valid value: \f1e-10em\f
PASS Test <length> valid value: \f1e-10ex\f
PASS Test <length> valid value: \f1e-10px\f
PASS Test <length> valid value: \f1e-10in\f
PASS Test <length> valid value: \f1e-10cm\f
PASS Test <length> valid value: \f1e-10mm\f
PASS Test <length> valid value: \f1e-10pt\f
PASS Test <length> valid value: \f1e-10pc\f
PASS Test <length> valid value: \f1e-10%\f
PASS Test <length> valid value: \f+32\f
PASS Test <length> valid value: \f+32em\f
PASS Test <length> valid value: \f+32ex\f
PASS Test <length> valid value: \f+32px\f
PASS Test <length> valid value: \f+32in\f
PASS Test <length> valid value: \f+32cm\f
PASS Test <length> valid value: \f+32mm\f
PASS Test <length> valid value: \f+32pt\f
PASS Test <length> valid value: \f+32pc\f
PASS Test <length> valid value: \f+32%\f
PASS Test <length> valid value: \f+17E-1\f
PASS Test <length> valid value: \f+17E-1em\f
PASS Test <length> valid value: \f+17E-1ex\f
PASS Test <length> valid value: \f+17E-1px\f
PASS Test <length> valid value: \f+17E-1in\f
PASS Test <length> valid value: \f+17E-1cm\f
PASS Test <length> valid value: \f+17E-1mm\f
PASS Test <length> valid value: \f+17E-1pt\f
PASS Test <length> valid value: \f+17E-1pc\f
PASS Test <length> valid value: \f+17E-1%\f
PASS Test <length> valid value: \f17e+2\f
PASS Test <length> valid value: \f17e+2em\f
PASS Test <length> valid value: \f17e+2ex\f
PASS Test <length> valid value: \f17e+2px\f
PASS Test <length> valid value: \f17e+2in\f
PASS Test <length> valid value: \f17e+2cm\f
PASS Test <length> valid value: \f17e+2mm\f
PASS Test <length> valid value: \f17e+2pt\f
PASS Test <length> valid value: \f17e+2pc\f
PASS Test <length> valid value: \f17e+2%\f
PASS Test <length> WS invalid value: -47\fem
PASS Test <length> WS invalid value: .1\fem
PASS Test <length> WS invalid value: 0.35\fem
PASS Test <length> WS invalid value: 1e-10\fem
PASS Test <length> WS invalid value: +32\fem
PASS Test <length> WS invalid value: +17E-1\fem
PASS Test <length> WS invalid value: 17e+2\fem
PASS Test <length> WS invalid value: -47\fex
PASS Test <length> WS invalid value: .1\fex
PASS Test <length> WS invalid value: 0.35\fex
PASS Test <length> WS invalid value: 1e-10\fex
PASS Test <length> WS invalid value: +32\fex
PASS Test <length> WS invalid value: +17E-1\fex
PASS Test <length> WS invalid value: 17e+2\fex
PASS Test <length> WS invalid value: -47\fpx
PASS Test <length> WS invalid value: .1\fpx
PASS Test <length> WS invalid value: 0.35\fpx
PASS Test <length> WS invalid value: 1e-10\fpx
PASS Test <length> WS invalid value: +32\fpx
PASS Test <length> WS invalid value: +17E-1\fpx
PASS Test <length> WS invalid value: 17e+2\fpx
PASS Test <length> WS invalid value: -47\fin
PASS Test <length> WS invalid value: .1\fin
PASS Test <length> WS invalid value: 0.35\fin
PASS Test <length> WS invalid value: 1e-10\fin
PASS Test <length> WS invalid value: +32\fin
PASS Test <length> WS invalid value: +17E-1\fin
PASS Test <length> WS invalid value: 17e+2\fin
PASS Test <length> WS invalid value: -47\fcm
PASS Test <length> WS invalid value: .1\fcm
PASS Test <length> WS invalid value: 0.35\fcm
PASS Test <length> WS invalid value: 1e-10\fcm
PASS Test <length> WS invalid value: +32\fcm
PASS Test <length> WS invalid value: +17E-1\fcm
PASS Test <length> WS invalid value: 17e+2\fcm
PASS Test <length> WS invalid value: -47\fmm
PASS Test <length> WS invalid value: .1\fmm
PASS Test <length> WS invalid value: 0.35\fmm
PASS Test <length> WS invalid value: 1e-10\fmm
PASS Test <length> WS invalid value: +32\fmm
PASS Test <length> WS invalid value: +17E-1\fmm
PASS Test <length> WS invalid value: 17e+2\fmm
PASS Test <length> WS invalid value: -47\fpt
PASS Test <length> WS invalid value: .1\fpt
PASS Test <length> WS invalid value: 0.35\fpt
PASS Test <length> WS invalid value: 1e-10\fpt
PASS Test <length> WS invalid value: +32\fpt
PASS Test <length> WS invalid value: +17E-1\fpt
PASS Test <length> WS invalid value: 17e+2\fpt
PASS Test <length> WS invalid value: -47\fpc
PASS Test <length> WS invalid value: .1\fpc
PASS Test <length> WS invalid value: 0.35\fpc
PASS Test <length> WS invalid value: 1e-10\fpc
PASS Test <length> WS invalid value: +32\fpc
PASS Test <length> WS invalid value: +17E-1\fpc
PASS Test <length> WS invalid value: 17e+2\fpc
PASS Test <length> WS invalid value: -47\f%
PASS Test <length> WS invalid value: .1\f%
PASS Test <length> WS invalid value: 0.35\f%
PASS Test <length> WS invalid value: 1e-10\f%
PASS Test <length> WS invalid value: +32\f%
PASS Test <length> WS invalid value: +17E-1\f%
PASS Test <length> WS invalid value: 17e+2\f%
PASS Test <length> trailing garbage, value: \f-47a
PASS Test <length> trailing garbage, value: \f.1a
PASS Test <length> trailing garbage, value: \f0.35a
PASS Test <length> trailing garbage, value: \f1e-10a
PASS Test <length> trailing garbage, value: \f+32a
PASS Test <length> trailing garbage, value: \f+17E-1a
PASS Test <length> trailing garbage, value: \f17e+2a
PASS Test <length> trailing garbage, value: \f-47e
PASS Test <length> trailing garbage, value: \f.1e
PASS Test <length> trailing garbage, value: \f0.35e
PASS Test <length> trailing garbage, value: \f1e-10e
PASS Test <length> trailing garbage, value: \f+32e
PASS Test <length> trailing garbage, value: \f+17E-1e
PASS Test <length> trailing garbage, value: \f17e+2e
PASS Test <length> trailing garbage, value: \f-47foo
PASS Test <length> trailing garbage, value: \f.1foo
PASS Test <length> trailing garbage, value: \f0.35foo
PASS Test <length> trailing garbage, value: \f1e-10foo
PASS Test <length> trailing garbage, value: \f+32foo
PASS Test <length> trailing garbage, value: \f+17E-1foo
PASS Test <length> trailing garbage, value: \f17e+2foo
PASS Test <length> trailing garbage, value: \f-47)90
PASS Test <length> trailing garbage, value: \f.1)90
PASS Test <length> trailing garbage, value: \f0.35)90
PASS Test <length> trailing garbage, value: \f1e-10)90
PASS Test <length> trailing garbage, value: \f+32)90
PASS Test <length> trailing garbage, value: \f+17E-1)90
PASS Test <length> trailing garbage, value: \f17e+2)90

