This test runs the WebGL Test listed below in an iframe and reports PASS or FAIL.

Test: ../../resources/webgl_test_files/conformance2/attribs/gl-vertex-attrib.html
[ 1: PASS ] context exists
[ 2: PASS ] gl.getVertexAttrib(0, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 987: FAIL ] gl.getVertexAttrib(10, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 988: FAIL ] gl.getVertexAttrib(10, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 989: FAIL ] gl.getVertexAttrib(10, gl.CURRENT_VERTEX_ATTRIB)[1] should be 2. Was 7.
[ 990: FAIL ] gl.getVertexAttrib(10, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 991: FAIL ] gl.getVertexAttrib(10, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 992: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 993: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 994: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 995: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 996: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 997: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 998: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is -1
[ 999: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1000: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1001: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1002: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1003: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1004: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1005: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1006: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1007: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1008: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1009: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is -2
[ 1010: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1011: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1012: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1013: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1014: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1015: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1016: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1017: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1018: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1019: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is -2
[ 1020: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1021: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1022: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1023: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1024: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1025: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1026: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 4
[ 1027: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1028: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1029: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1030: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is -3
[ 1031: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 4
[ 1032: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1033: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is 5
[ 1034: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1035: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1036: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1037: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1038: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is 6
[ 1039: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is 7
[ 1040: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1041: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1042: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1043: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is 7
[ 1044: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is 8
[ 1045: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is 9
[ 1046: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1047: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1048: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] is 6
[ 1049: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] is 7
[ 1050: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] is 8
[ 1051: PASS ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] is 9
[ 1052: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1053: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] should be -1. Was 6.
[ 1054: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1055: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1056: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1057: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1058: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1059: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] should be 1. Was 7.
[ 1060: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] should be 2. Was 8.
[ 1061: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1062: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1063: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] should be -1. Was 6.
[ 1064: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1065: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1066: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1067: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1068: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] should be 1. Was 6.
[ 1069: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1070: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] should be -1. Was 8.
[ 1071: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1072: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1073: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1074: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] should be 1. Was 7.
[ 1075: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] should be 2. Was 8.
[ 1076: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1077: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1078: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1079: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[1] should be 2. Was 7.
[ 1080: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1081: FAIL ] gl.getVertexAttrib(11, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1082: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1083: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1084: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1085: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1086: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1087: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1088: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is -1
[ 1089: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1090: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1091: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1092: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1093: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1094: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1095: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1096: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1097: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1098: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1099: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is -2
[ 1100: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1101: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1102: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1103: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1104: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1105: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1106: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1107: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1108: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1109: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is -2
[ 1110: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1111: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1112: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1113: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1114: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1115: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1116: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 4
[ 1117: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1118: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1119: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1120: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is -3
[ 1121: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 4
[ 1122: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1123: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is 5
[ 1124: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1125: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1126: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1127: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1128: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is 6
[ 1129: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is 7
[ 1130: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1131: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1132: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1133: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is 7
[ 1134: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is 8
[ 1135: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is 9
[ 1136: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1137: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1138: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] is 6
[ 1139: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] is 7
[ 1140: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] is 8
[ 1141: PASS ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] is 9
[ 1142: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1143: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] should be -1. Was 6.
[ 1144: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1145: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1146: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1147: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1148: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1149: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] should be 1. Was 7.
[ 1150: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] should be 2. Was 8.
[ 1151: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1152: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1153: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] should be -1. Was 6.
[ 1154: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1155: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1156: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1157: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Int32Array
[ 1158: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] should be 1. Was 6.
[ 1159: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] should be 0. Was 7.
[ 1160: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] should be -1. Was 8.
[ 1161: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] should be 2. Was 9.
[ 1162: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1163: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1164: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] should be 1. Was 7.
[ 1165: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] should be 2. Was 8.
[ 1166: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1167: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB) is not an instance of Uint32Array
[ 1168: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[0] should be 0. Was 6.
[ 1169: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[1] should be 2. Was 7.
[ 1170: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[2] should be 1. Was 8.
[ 1171: FAIL ] gl.getVertexAttrib(12, gl.CURRENT_VERTEX_ATTRIB)[3] should be 3. Was 9.
[ 1172: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1173: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1174: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1175: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1176: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1177: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1178: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is -1
[ 1179: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1180: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1181: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1182: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1183: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1184: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1185: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1186: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1187: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1188: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1189: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is -2
[ 1190: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1191: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1192: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1193: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1194: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1195: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1196: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1197: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1198: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1199: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is -2
[ 1200: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1201: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1202: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1203: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1204: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1205: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is 3
[ 1206: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 4
[ 1207: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1208: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is 1
[ 1209: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is 2
[ 1210: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is -3
[ 1211: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 4
[ 1212: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1213: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is 5
[ 1214: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is 0
[ 1215: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1216: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1217: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1218: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is 6
[ 1219: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is 7
[ 1220: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is 0
[ 1221: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1222: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1223: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is 7
[ 1224: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is 8
[ 1225: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is 9
[ 1226: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[3] is 1
[ 1227: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB) is an instance of Float32Array
[ 1228: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[0] is 6
[ 1229: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[1] is 7
[ 1230: PASS ] gl.getVertexAttrib(13, gl.CURRENT_VERTEX_ATTRIB)[2] is 8
